meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,going_allowance,raw_figure,weight_adj,wfa_adj,figure_calibrated,figure_final,figure_comment
2026-05-13,VIC,1,2026-05-13_VIC_1,VALENTINA BELLA,1.0,1000,Souple,Turf,3,2,122.35640999999998,58.64,0.0,0.0010106694659404454,93.16806486538884,-3.6435900000000174,12.0,64.72749605927207,64.72749605927207,
2026-05-13,VIC,1,2026-05-13_VIC_1,SAY SQUIRREL,2.0,1000,Souple,Turf,3,2,122.35640999999998,,1.0,0.0010106694659404454,89.30224455136216,-3.6435900000000174,12.0,62.121933167618096,62.121933167618096,
2026-05-13,VIC,1,2026-05-13_VIC_1,MAIAKOVSKA,3.0,1000,Souple,Turf,3,2,122.35640999999998,,1.03,0.0010106694659404454,89.18626994194136,-3.6435900000000174,12.0,62.04376628086847,62.04376628086847,
2026-05-13,VIC,1,2026-05-13_VIC_1,WITCHWAY,4.0,1000,Souple,Turf,3,2,125.66333999999999,,2.2800000000000002,0.0010106694659404454,84.35399454940801,-0.33666000000000906,12.0,61.015683486301,61.015683486301,
2026-05-13,VIC,1,2026-05-13_VIC_1,TIMUR,5.0,1000,Souple,Turf,3,2,125.66333999999999,,3.7800000000000002,0.0010106694659404454,78.55526407836798,-0.33666000000000906,12.0,57.10733914882002,57.10733914882002,
2026-05-13,VIC,1,2026-05-13_VIC_1,OPIUM OF SUCCESS,6.0,1000,Souple,Turf,3,2,125.66333999999999,,5.78,0.0010106694659404454,70.82362345031463,-0.33666000000000906,12.0,51.896213365512054,51.896213365512054,
2026-05-13,VIC,1,2026-05-13_VIC_1,SAY MY NAME,7.0,1000,Souple,Turf,3,2,122.35640999999998,,7.03,0.0010106694659404454,65.99134805778127,-3.6435900000000174,12.0,46.41038893094456,46.41038893094456,
2026-05-13,VIC,1,2026-05-13_VIC_1,AZAMRA,8.0,1000,Souple,Turf,3,2,122.35640999999998,,8.030000000000001,0.0010106694659404454,62.12552774375459,-3.6435900000000174,12.0,43.80482603929058,43.80482603929058,
2026-05-13,VIC,1,2026-05-13_VIC_1,SHE'S BOX OFFICE,9.0,1000,Souple,Turf,3,2,122.35640999999998,,8.180000000000001,0.0010106694659404454,61.54565469665059,-3.6435900000000174,12.0,43.413991605542485,43.413991605542485,
2026-05-13,VIC,2,2026-05-13_VIC_2,FERNANDO,1.0,1600,Souple,Turf,6,6,127.86795999999998,101.05,0.0,0.0010106694659404454,87.32666036025701,1.8679599999999823,0.0,56.417174122813215,56.417174122813215,
2026-05-13,VIC,2,2026-05-13_VIC_2,MAPLE GIRL,2.0,1600,Souple,Turf,6,7,125.66333999999999,,0.15,0.0010106694659404454,86.96159532048009,-0.33666000000000906,0.0,54.68520640600357,54.68520640600357,
2026-05-13,VIC,2,2026-05-13_VIC_2,LA PORTUGAISE,3.0,1600,Souple,Turf,6,5,124.56102999999999,,0.2,0.0010106694659404454,86.83990697388778,-1.4389700000000119,0.0,53.860231520400355,53.860231520400355,
2026-05-13,VIC,2,2026-05-13_VIC_2,TEPITO,4.0,1600,Souple,Turf,6,4,124.56102999999999,,0.30000000000000004,0.0010106694659404454,86.59653028070316,-1.4389700000000119,0.0,53.69619562919392,53.69619562919392,
2026-05-13,VIC,2,2026-05-13_VIC_2,SILVER SCHNOK,5.0,1600,Souple,Turf,6,9,125.66333999999999,,0.55,0.0010106694659404454,85.98808854774163,-0.33666000000000906,0.0,54.02906284117785,54.02906284117785,
2026-05-13,VIC,2,2026-05-13_VIC_2,VITUS BERING,6.0,1600,Souple,Turf,6,5,127.86795999999998,,0.7000000000000001,0.0010106694659404454,85.6230235079647,1.8679599999999823,0.0,55.2689228843682,55.2689228843682,
2026-05-13,VIC,2,2026-05-13_VIC_2,KIWICAT,7.0,1600,Souple,Turf,6,5,119.04947999999999,,0.8500000000000001,0.0010106694659404454,85.25795846818778,-6.950520000000012,0.0,49.07921352755856,49.07921352755856,
2026-05-13,VIC,2,2026-05-13_VIC_2,GARMI,8.0,1600,Souple,Turf,6,5,130.07258,,2.85,0.0010106694659404454,80.3904246044955,4.072579999999988,0.0,53.228065103429955,53.228065103429955,
2026-05-13,VIC,2,2026-05-13_VIC_2,MISTER BRYAN,9.0,1600,Souple,Turf,6,4,128.97027,,3.6,0.0010106694659404454,78.5650994056109,2.9702699999999993,0.0,51.254838979381745,51.254838979381745,
2026-05-13,VIC,2,2026-05-13_VIC_2,ANGEL DUST,10.0,1600,Souple,Turf,6,8,125.66333999999999,,3.7,0.0010106694659404454,78.32172271242628,-0.33666000000000906,0.0,48.86193226817531,48.86193226817531,
2026-05-13,VIC,2,2026-05-13_VIC_2,ROSISSIM,11.0,1600,Souple,Turf,6,10,124.56102999999999,,3.85,0.0010106694659404454,77.95665767264936,-1.4389700000000119,0.0,47.87292149136566,47.87292149136566,
2026-05-13,VIC,2,2026-05-13_VIC_2,SPACE QUAKE,12.0,1600,Souple,Turf,6,7,121.2541,,4.1,0.0010106694659404454,77.34821593968782,-4.745900000000006,0.0,45.23396094334959,45.23396094334959,
2026-05-13,VIC,2,2026-05-13_VIC_2,L'ARLEQUIN,13.0,1600,Souple,Turf,6,4,128.97027,,7.1,0.0010106694659404454,70.04691514414938,2.9702699999999993,0.0,45.51358278715668,45.51358278715668,
2026-05-13,VIC,2,2026-05-13_VIC_2,KAOUASAKI,14.0,1600,Souple,Turf,6,4,132.2772,,8.35,0.0010106694659404454,67.0047064793417,6.2771999999999935,0.0,45.69200496707631,45.69200496707631,
2026-05-13,VIC,2,2026-05-13_VIC_2,RAINIER,15.0,1600,Souple,Turf,6,8,122.35640999999998,,8.379999999999999,0.0010106694659404454,66.93169347138632,-3.6435900000000174,0.0,38.956181739714374,38.956181739714374,
2026-05-13,VIC,2,2026-05-13_VIC_2,PETERHOF,16.0,1600,Souple,Turf,6,11,126.76565,,10.379999999999999,0.0010106694659404454,62.06415960769404,0.7656499999999937,0.0,38.64729167558578,38.64729167558578,
2026-05-13,VIC,3,2026-05-13_VIC_3,BOOMERANG,1.0,1600,Souple,Turf,6,8,124.56102999999999,99.51,0.0,0.0010106694659404454,100.0,-1.4389700000000119,0.0,62.73013422,62.73013422,
2026-05-13,VIC,3,2026-05-13_VIC_3,APOLLON,2.0,1600,Souple,Turf,6,7,128.97027,,0.03,0.0010106694659404454,99.92585705503073,2.9702699999999993,0.0,65.65198963509071,65.65198963509071,
2026-05-13,VIC,3,2026-05-13_VIC_3,IDAHO JAMES,3.0,1600,Souple,Turf,6,8,125.66333999999999,,0.13,0.0010106694659404454,99.67871390513318,-0.33666000000000906,0.0,63.25654433205976,63.25654433205976,
2026-05-13,VIC,3,2026-05-13_VIC_3,REKHALE,4.0,1600,Souple,Turf,6,5,132.2772,,0.28,0.0010106694659404454,99.30799918028686,6.2771999999999935,0.0,67.46442424751334,67.46442424751334,
2026-05-13,VIC,3,2026-05-13_VIC_3,XARUN,5.0,1600,Souple,Turf,6,9,127.86795999999998,,0.53,0.0010106694659404454,98.69014130554298,1.8679599999999823,0.0,64.07616027993596,64.07616027993596,
2026-05-13,VIC,3,2026-05-13_VIC_3,BIG ENERGY,6.0,1600,Souple,Turf,6,4,125.66333999999999,,1.28,0.0010106694659404454,96.83656768131135,-0.33666000000000906,0.0,61.34093777720385,61.34093777720385,
2026-05-13,VIC,3,2026-05-13_VIC_3,JOYEUSE DE ROMAY,7.0,1600,Souple,Turf,6,7,127.86795999999998,,2.5300000000000002,0.0010106694659404454,93.74727830759197,1.8679599999999823,0.0,60.74467061931698,60.74467061931698,
2026-05-13,VIC,3,2026-05-13_VIC_3,JORDAN BAKER,8.0,1600,Souple,Turf,6,7,131.17488999999998,,2.68,0.0010106694659404454,93.37656358274563,5.1748899999999765,0.0,62.72367971477054,62.72367971477054,
2026-05-13,VIC,3,2026-05-13_VIC_3,MAHJOUBA,9.0,1600,Souple,Turf,6,4,132.2772,,2.71,0.0010106694659404454,93.30242063777638,6.2771999999999935,0.0,63.416664309861275,63.416664309861275,
2026-05-13,VIC,3,2026-05-13_VIC_3,MICOLEO,10.0,1600,Souple,Turf,6,7,128.97027,,2.86,0.0010106694659404454,92.93170591293004,2.9702699999999993,0.0,60.93793176531484,60.93793176531484,
2026-05-13,VIC,3,2026-05-13_VIC_3,TOPINAMBUR,11.0,1600,Souple,Turf,6,9,125.66333999999999,,3.11,0.0010106694659404454,92.31384803818617,-0.33666000000000906,0.0,58.29262473773747,58.29262473773747,
2026-05-13,VIC,3,2026-05-13_VIC_3,SECRET FEELING,12.0,1600,Souple,Turf,6,7,124.56102999999999,,3.36,0.0010106694659404454,91.69599016344229,-1.4389700000000119,0.0,57.133231590160094,57.133231590160094,
2026-05-13,VIC,3,2026-05-13_VIC_3,LORLISALSA,13.0,1600,Souple,Turf,6,11,124.56102999999999,,4.109999999999999,0.0010106694659404454,89.84241653921066,-1.4389700000000119,0.0,55.88392296742798,55.88392296742798,
2026-05-13,VIC,3,2026-05-13_VIC_3,COME TI AMO,14.0,1600,Souple,Turf,6,6,131.17488999999998,,4.609999999999999,0.0010106694659404454,88.60670078972291,5.1748899999999765,0.0,59.508792192273226,59.508792192273226,
2026-05-13,VIC,3,2026-05-13_VIC_3,AMORE MIA,15.0,1600,Souple,Turf,6,4,132.2772,,7.609999999999999,0.0010106694659404454,81.19240629279638,6.2771999999999935,0.0,55.254514641344755,55.254514641344755,
2026-05-13,VIC,3,2026-05-13_VIC_3,LADY OF THE CROSS,16.0,1600,Souple,Turf,6,4,130.07258,,12.61,0.0010106694659404454,68.83524879791884,4.072579999999988,0.0,45.43987660979729,45.43987660979729,
2026-05-13,VIC,4,2026-05-13_VIC_4,BOIS REGNY,1.0,1600,Souple,Turf,5,4,134.48182,99.07,0.0,0.0010106694659404454,103.40156951007322,8.481819999999999,0.0,71.70940452978935,71.70940452978935,
2026-05-13,VIC,4,2026-05-13_VIC_4,TERREDEGUERRE,2.0,1600,Souple,Turf,5,6,128.97027,,0.05,0.0010106694659404454,103.27744911617847,2.9702699999999993,0.0,67.9109626843043,67.9109626843043,
2026-05-13,VIC,4,2026-05-13_VIC_4,SMILE FOR ME,3.0,1600,Souple,Turf,5,4,135.58413,,0.2,0.0010106694659404454,102.90508793449422,9.584129999999988,0.0,72.1177328878491,72.1177328878491,
2026-05-13,VIC,4,2026-05-13_VIC_4,ITAEWON,4.0,1600,Souple,Turf,5,6,134.48182,,0.25,0.0010106694659404454,102.78096754059948,8.481819999999999,0.0,71.29111880236405,71.29111880236405,
2026-05-13,VIC,4,2026-05-13_VIC_4,KENZAL,5.0,1600,Souple,Turf,5,8,137.78875,,0.28,0.0010106694659404454,102.70649530426263,11.788749999999993,0.0,73.46979533507302,73.46979533507302,
2026-05-13,VIC,4,2026-05-13_VIC_4,CALYPSO,6.0,1600,Souple,Turf,5,6,133.37950999999998,,0.33,0.0010106694659404454,102.58237491036788,7.379509999999982,0.0,70.41431042958794,70.41431042958794,
2026-05-13,VIC,4,2026-05-13_VIC_4,STEADY SUCCESS,7.0,1600,Souple,Turf,5,5,136.68643999999998,,0.43000000000000005,0.0010106694659404454,102.33413412257839,10.686439999999976,0.0,72.47586695861781,72.47586695861781,
2026-05-13,VIC,4,2026-05-13_VIC_4,RUMPLETEAZER,8.0,1600,Souple,Turf,5,5,132.2772,,0.68,0.0010106694659404454,101.71353215310465,6.2771999999999935,0.0,69.08575347119253,69.08575347119253,
2026-05-13,VIC,4,2026-05-13_VIC_4,THREE DREAMS,9.0,1600,Souple,Turf,5,6,133.37950999999998,,0.7300000000000001,0.0010106694659404454,101.5894117592099,7.379509999999982,0.0,69.74505326570745,69.74505326570745,
2026-05-13,VIC,4,2026-05-13_VIC_4,WICKBURY,10.0,1600,Souple,Turf,5,4,134.48182,,1.73,0.0010106694659404454,99.10700388131495,8.481819999999999,0.0,68.81486729600628,68.81486729600628,
2026-05-13,VIC,4,2026-05-13_VIC_4,GRAND MACHO,11.0,1600,Souple,Turf,5,5,130.07258,,3.73,0.0010106694659404454,94.14218812552505,4.072579999999988,0.0,62.49675371660388,62.49675371660388,
2026-05-13,VIC,4,2026-05-13_VIC_4,MA MOME,12.0,1600,Souple,Turf,5,5,133.37950999999998,,4.98,0.0010106694659404454,91.03917827815636,7.379509999999982,0.0,62.634195899477376,62.634195899477376,
2026-05-13,VIC,4,2026-05-13_VIC_4,LE CORSAIRE,13.0,1600,Souple,Turf,5,6,135.58413,,6.73,0.0010106694659404454,86.69496449184018,9.584129999999988,0.0,61.19210968750028,61.19210968750028,
2026-05-13,VIC,4,2026-05-13_VIC_4,SWEEP AWAY,14.0,1600,Souple,Turf,5,6,132.2772,,9.73,0.0010106694659404454,79.24774085815534,6.2771999999999935,0.0,53.94381013839669,53.94381013839669,
2026-05-13,VIC,4,2026-05-13_VIC_4,DENGIE,15.0,1600,Souple,Turf,5,4,133.37950999999998,,17.23,0.0010106694659404454,60.6296817739432,7.379509999999982,0.0,42.1381952556377,42.1381952556377,
2026-05-13,VIC,5,2026-05-13_VIC_5,TOUNSBY,1.0,2400,Bon souple,Turf,5,3,123.45871999999999,157.49,0.0,0.0010106694659404454,71.34579538228112,-2.5412800000000146,7.069673109043189,47.43920304315258,47.43920304315258,
2026-05-13,VIC,5,2026-05-13_VIC_5,DERNI CHOP,2.0,2400,Bon souple,Turf,5,3,125.66333999999999,,0.5,0.0010106694659404454,70.52319357849127,-0.33666000000000906,7.069673109043189,48.370683307398224,48.370683307398224,
2026-05-13,VIC,5,2026-05-13_VIC_5,HEPBURN,3.0,2400,Bon souple,Turf,5,3,132.2772,,2.0,0.0010106694659404454,68.05538816712172,6.2771999999999935,7.069673109043189,51.165124100135145,51.165124100135145,
2026-05-13,VIC,5,2026-05-13_VIC_5,PURPLE BAY,4.0,2400,Bon souple,Turf,5,3,127.86795999999998,,2.05,0.0010106694659404454,67.97312798674272,1.8679599999999823,7.069673109043189,48.1378529785597,48.1378529785597,
2026-05-13,VIC,5,2026-05-13_VIC_5,FIGMA,5.0,2400,Bon souple,Turf,5,3,125.66333999999999,,4.55,0.0010106694659404454,63.86011896779347,-0.33666000000000906,7.069673109043189,43.8797710197879,43.8797710197879,
2026-05-13,VIC,5,2026-05-13_VIC_5,PIKES PEAK,6.0,2400,Bon souple,Turf,5,3,127.86795999999998,,6.55,0.0010106694659404454,60.56971175263406,1.8679599999999823,7.069673109043189,43.14795043677046,43.14795043677046,
2026-05-13,VIC,5,2026-05-13_VIC_5,NEVER LOST,7.0,2400,Bon souple,Turf,5,3,123.45871999999999,,6.8,0.0010106694659404454,60.15841085073913,-2.5412800000000146,7.069673109043189,39.89890586889328,39.89890586889328,
