meetingDate,courseName,raceNumber,race_id,horseName,positionOfficial,distance,going,raceSurfaceName,raceClass,horseAge,weightCarried,finishingTime,distanceCumulative,standard_time,lpl,going_allowance,raw_figure,weight_adj,figure_after_weight,wfa_adj,figure_after_wfa,figure_calibrated,figure_final,figure_comment
2026-07-24,LLA,1,2026-07-24_LLA_1,BIG JET PLANE,1.0,1400,Souple,Turf,5,2,127.86795999999998,85.88,0.0,83.5066567970326,2.8111048824156546,0.0016362136907854756,98.83839473634845,1.8679599999999823,100.70635473634843,12.0,112.70635473634843,72.26408309229885,72.26408309229885,
2026-07-24,LLA,1,2026-07-24_LLA_1,KARAKOUM,2.0,1400,Souple,Turf,5,2,123.45871999999999,,0.15,83.5066567970326,2.8111048824156546,0.0016362136907854756,98.4167290039861,-2.5412800000000146,95.87544900398609,12.0,107.87544900398609,69.00805262868663,69.00805262868663,
2026-07-24,LLA,1,2026-07-24_LLA_1,LAETIBEY,3.0,1400,Souple,Turf,5,2,127.86795999999998,,0.4,83.5066567970326,2.8111048824156546,0.0016362136907854756,97.71395278338218,1.8679599999999823,99.58191278338217,12.0,111.58191278338217,71.50620921599958,71.50620921599958,
2026-07-24,LLA,1,2026-07-24_LLA_1,HEILIGENSTEIN,4.0,1400,Souple,Turf,5,2,127.86795999999998,,1.9,83.5066567970326,2.8111048824156546,0.0016362136907854756,93.4972954597587,1.8679599999999823,95.36525545975869,12.0,107.36525545975869,68.66418217987736,68.66418217987736,
2026-07-24,LLA,1,2026-07-24_LLA_1,PIPPEN,5.0,1400,Souple,Turf,5,2,127.86795999999998,,7.9,83.5066567970326,2.8111048824156546,0.0016362136907854756,76.63066616526477,1.8679599999999823,78.49862616526475,12.0,90.49862616526475,57.29607403538844,57.29607403538844,
2026-07-24,LLA,1,2026-07-24_LLA_1,NYMPHENBURG,6.0,1400,Souple,Turf,5,2,127.86795999999998,,8.15,83.5066567970326,2.8111048824156546,0.0016362136907854756,75.92788994466086,1.8679599999999823,77.79584994466084,12.0,89.79584994466084,56.82240286270141,56.82240286270141,
2026-07-24,LLA,1,2026-07-24_LLA_1,ZIGGY SPACESTAR,7.0,1400,Souple,Turf,5,2,127.86795999999998,,9.65,83.5066567970326,2.8111048824156546,0.0016362136907854756,71.71123262103738,1.8679599999999823,73.57919262103736,12.0,85.57919262103736,53.980375826579184,53.980375826579184,
2026-07-24,LLA,1,2026-07-24_LLA_1,GHOOD,8.0,1400,Souple,Turf,5,2,127.86795999999998,,29.65,83.5066567970326,2.8111048824156546,0.0016362136907854756,32.75385984932723,1.8679599999999823,34.62181984932721,12.0,46.62181984932721,,,excluded: beaten >20 lengths
2026-07-24,LLA,2,2026-07-24_LLA_2,IMMORTAL ROSE,1.0,1400,Bon souple,Turf,5,2,123.45871999999999,86.08,0.0,83.5066567970326,2.8045735049007483,0.0016362136907854756,96.0365201284357,-2.5412800000000146,93.49524012843568,12.0,105.49524012843568,67.40379184656565,67.40379184656565,
2026-07-24,LLA,2,2026-07-24_LLA_2,GOLDY GLORY,2.0,1400,Bon souple,Turf,5,2,127.86795999999998,,0.25,83.5066567970326,2.8045735049007483,0.0016362136907854756,95.33537675221051,1.8679599999999823,97.20333675221049,12.0,109.20333675221049,69.90304897098987,69.90304897098987,
2026-07-24,LLA,2,2026-07-24_LLA_2,LE VERDON,3.0,1400,Bon souple,Turf,5,2,127.86795999999998,,1.75,83.5066567970326,2.8045735049007483,0.0016362136907854756,91.12851649485938,1.8679599999999823,92.99647649485937,12.0,104.99647649485937,67.06762515753522,67.06762515753522,
2026-07-24,LLA,2,2026-07-24_LLA_2,DALMORA,4.0,1400,Bon souple,Turf,5,2,127.86795999999998,,2.5,83.5066567970326,2.8045735049007483,0.0016362136907854756,89.02508636618383,1.8679599999999823,90.89304636618381,12.0,102.89304636618381,65.64991325080788,65.64991325080788,
2026-07-24,LLA,2,2026-07-24_LLA_2,PHOENIX BAY,5.0,1400,Bon souple,Turf,5,2,127.86795999999998,,4.0,83.5066567970326,2.8045735049007483,0.0016362136907854756,84.8182261088327,1.8679599999999823,86.68618610883269,12.0,98.68618610883269,62.81448943735323,62.81448943735323,
